location,year,daly,pop65.x,Lit15.x,popm.x,Year,World.Bank.s.income.classification,measure.y,number,pop65.y,Lit15.y,popm.y,population,hdi
cyprus,2014,820.8289397,12.39542224,NA,50.11142783,2019,High-income countries,Deaths,58.62859165,12.39542224,NA,50.11142783,1176995,0.867
cyprus,2015,802.6173968,12.7021006,NA,50.10932552,2019,High-income countries,Deaths,57.24743606,12.7021006,NA,50.10932552,1187280,0.874
cyprus,2016,771.7090279,12.99782157,NA,50.10455963,2019,High-income countries,Deaths,54.92284834,12.99782157,NA,50.10455963,1197881,0.881
cyprus,2017,768.6989501,13.28576287,NA,50.09668827,2019,High-income countries,Deaths,54.53280679,13.28576287,NA,50.09668827,1208523,0.891
cyprus,2018,763.0631621,13.57058526,NA,50.09636283,2019,High-income countries,Deaths,53.99443115,13.57058526,NA,50.09636283,1218831,0.896
cyprus,2019,757.0561139,13.85334827,NA,50.09919957,2019,High-income countries,Deaths,53.96763134,13.85334827,NA,50.09919957,1228836,0.901
czechia,1990,66256.84356,12.54946939,NA,48.5354025,2019,High-income countries,Deaths,3945.657266,12.54946939,NA,48.5354025,10333355,0.748
czechia,1991,61933.22705,12.65412264,NA,48.54098109,2019,High-income countries,Deaths,3710.587607,12.65412264,NA,48.54098109,10308578,0.746
czechia,1992,59061.45754,12.76128095,NA,48.55435325,2019,High-income countries,Deaths,3548.937312,12.76128095,NA,48.55435325,10319123,0.747
czechia,1993,56010.97904,12.8758092,NA,48.57126466,2019,High-income countries,Deaths,3402.641015,12.8758092,NA,48.57126466,10329855,0.755
czechia,1994,54256.04488,13.00335883,NA,48.59225125,2019,High-income countries,Deaths,3318.686924,13.00335883,NA,48.59225125,10333587,0.766
czechia,1995,53704.39099,13.15433669,NA,48.61046217,2019,High-income countries,Deaths,3297.36767,13.15433669,NA,48.61046217,10327253,0.775
czechia,1996,50067.33607,13.31735604,NA,48.62604608,2019,High-income countries,Deaths,3080.60032,13.31735604,NA,48.62604608,10315241,0.786
czechia,1997,49082.98508,13.46590629,NA,48.64026265,2019,High-income countries,Deaths,3043.044607,13.46590629,NA,48.64026265,10304131,0.791
czechia,1998,45984.31647,13.58449195,NA,48.65470824,2019,High-income countries,Deaths,2879.931391,13.58449195,NA,48.65470824,10294373,0.794
czechia,1999,43597.68508,13.67351839,NA,48.67048936,2019,High-income countries,Deaths,2748.967299,13.67351839,NA,48.67048936,10283860,0.799
czechia,2000,41591.32346,13.74105373,NA,48.68612789,2019,High-income countries,Deaths,2632.309123,13.74105373,NA,48.68612789,10255063,0.81
czechia,2001,41067.46321,13.78685189,NA,48.71239056,2019,High-income countries,Deaths,2611.363302,13.78685189,NA,48.71239056,10216605,0.82
czechia,2002,41299.64447,13.8166098,NA,48.7501575,2019,High-income countries,Deaths,2625.264683,13.8166098,NA,48.7501575,10196916,0.826
czechia,2003,42762.15654,13.84708048,NA,48.78825586,2019,High-income countries,Deaths,2728.132847,13.84708048,NA,48.78825586,10193998,0.833
czechia,2004,40358.97749,13.91530201,NA,48.82540189,2019,High-income countries,Deaths,2553.339994,13.91530201,NA,48.82540189,10197101,0.838
czechia,2005,38264.18603,14.05486982,NA,48.86376249,2019,High-income countries,Deaths,2404.933372,14.05486982,NA,48.86376249,10211216,0.847
czechia,2006,34777.65356,14.25214815,NA,48.90465282,2019,High-income countries,Deaths,2153.178685,14.25214815,NA,48.90465282,10238905,0.856
czechia,2007,31014.43226,14.48217029,NA,48.94384498,2019,High-income countries,Deaths,1877.697499,14.48217029,NA,48.94384498,10298828,0.862
czechia,2008,29810.25777,14.78170479,NA,48.98298737,2019,High-income countries,Deaths,1807.911611,14.78170479,NA,48.98298737,10384603,0.865
czechia,2009,29185.52616,15.13745129,NA,49.02358679,2019,High-income countries,Deaths,1778.427589,15.13745129,NA,49.02358679,10443936,0.866
czechia,2010,27516.43128,15.46213387,NA,49.06359436,2019,High-income countries,Deaths,1675.078181,15.46213387,NA,49.06359436,10474410,0.872
czechia,2011,25088.01504,15.90314221,NA,49.09172011,2019,High-income countries,Deaths,1511.784964,15.90314221,NA,49.09172011,10496088,0.876
czechia,2012,23391.64895,16.5022106,NA,49.10453888,2019,High-income countries,Deaths,1403.1909,16.5022106,NA,49.10453888,10510785,0.878
czechia,2013,21473.11597,17.08687079,NA,49.10808373,2019,High-income countries,Deaths,1274.288265,17.08687079,NA,49.10808373,10514272,0.884
czechia,2014,19562.45047,17.60840107,NA,49.11967864,2019,High-income countries,Deaths,1150.707632,17.60840107,NA,49.11967864,10525347,0.889
czechia,2015,18632.98778,18.08848944,NA,49.14550811,2019,High-income countries,Deaths,1095.642621,18.08848944,NA,49.14550811,10546059,0.891
czechia,2016,17153.7829,18.56179246,NA,49.172446,2019,High-income countries,Deaths,1001.90247,18.56179246,NA,49.172446,10566332,0.894
czechia,2017,15495.79557,19.02230066,NA,49.19834721,2019,High-income countries,Deaths,897.1433365,19.02230066,NA,49.19834721,10594438,0.896
czechia,2018,13967.2833,19.44175727,NA,49.22373366,2019,High-income countries,Deaths,801.9509117,19.44175727,NA,49.22373366,10629928,0.893
czechia,2019,12946.28947,19.82028156,NA,49.24869062,2019,High-income countries,Deaths,738.7659115,19.82028156,NA,49.24869062,10671870,0.896
denmark,1990,9489.636203,15.61409693,NA,49.2858466,2019,High-income countries,Deaths,586.1170877,15.61409693,NA,49.2858466,5140939,0.839
denmark,1991,9434.996233,15.60242908,NA,49.29297786,2019,High-income countries,Deaths,588.6197232,15.60242908,NA,49.29297786,5154298,0.843
denmark,1992,9408.470979,15.55970097,NA,49.30467171,2019,High-income countries,Deaths,593.7443468,15.55970097,NA,49.30467171,5171370,0.845
denmark,1993,9235.848312,15.47732473,NA,49.31950267,2019,High-income countries,Deaths,587.9471932,15.47732473,NA,49.31950267,5188628,0.848
denmark,1994,8568.70744,15.3708826,NA,49.33417085,2019,High-income countries,Deaths,541.8215593,15.3708826,NA,49.33417085,5206180,0.854
denmark,1995,8324.022186,15.24943715,NA,49.34899298,2019,High-income countries,Deaths,530.4827862,15.24943715,NA,49.34899298,5233373,0.857
denmark,1996,8103.453319,15.13311197,NA,49.36410853,2019,High-income countries,Deaths,514.9055923,15.13311197,NA,49.36410853,5263074,0.864
denmark,1997,7591.265752,15.03579,NA,49.37946505,2019,High-income countries,Deaths,481.6356376,15.03579,NA,49.37946505,5284991,0.871
denmark,1998,7168.66226,14.95244756,NA,49.39503589,2019,High-income countries,Deaths,455.2114839,14.95244756,NA,49.39503589,5304219,0.878
denmark,1999,7103.239619,14.88276746,NA,49.41235229,2019,High-income countries,Deaths,452.2409639,14.88276746,NA,49.41235229,5321799,0.888
denmark,2000,6799.922673,14.83840465,NA,49.43170828,2019,High-income countries,Deaths,437.0153793,14.83840465,NA,49.43170828,5339616,0.89
denmark,2001,6810.591083,14.82161493,NA,49.44908808,2019,High-income countries,Deaths,443.4433511,14.82161493,NA,49.44908808,5358783,0.897
denmark,2002,6910.864066,14.83067367,NA,49.46712931,2019,High-income countries,Deaths,456.4013509,14.83067367,NA,49.46712931,5375931,0.896
denmark,2003,6576.110634,14.8736045,NA,49.48295655,2019,High-income countries,Deaths,435.4827074,14.8736045,NA,49.48295655,5390574,0.901
denmark,2004,6095.709115,14.95392188,NA,49.49301885,2019,High-income countries,Deaths,403.1708261,14.95392188,NA,49.49301885,5404523,0.906
denmark,2005,5633.928427,15.07215599,NA,49.50320189,2019,High-income countries,Deaths,371.5679738,15.07215599,NA,49.50320189,5419432,0.911
denmark,2006,5379.414244,15.21490686,NA,49.5153965,2019,High-income countries,Deaths,353.1278875,15.21490686,NA,49.5153965,5437272,0.911
denmark,2007,5061.028056,15.42737022,NA,49.52961117,2019,High-income countries,Deaths,331.8900528,15.42737022,NA,49.52961117,5461438,0.912
denmark,2008,4707.782161,15.73461165,NA,49.54494579,2019,High-income countries,Deaths,309.9554492,15.73461165,NA,49.54494579,5493621,0.915
denmark,2009,4497.643664,16.11756512,NA,49.55946419,2019,High-income countries,Deaths,297.8043058,16.11756512,NA,49.55946419,5523095,0.909
denmark,2010,4249.880588,16.57601536,NA,49.57461462,2019,High-income countries,Deaths,281.5071558,16.57601536,NA,49.57461462,5547683,0.913
denmark,2011,3868.565383,17.09171028,NA,49.5889359,2019,High-income countries,Deaths,254.0930256,17.09171028,NA,49.5889359,5570572,0.927
denmark,2012,3485.777332,17.60826873,NA,49.60388034,2019,High-income countries,Deaths,227.8762142,17.60826873,NA,49.60388034,5591572,0.931
denmark,2013,3150.963801,18.05097056,NA,49.62014155,2019,High-income countries,Deaths,205.9366704,18.05097056,NA,49.62014155,5614932,0.933
denmark,2014,2849.706452,18.42033287,NA,49.63594473,2019,High-income countries,Deaths,186.7510868,18.42033287,NA,49.63594473,5643475,0.932
denmark,2015,2674.3818,18.74973141,NA,49.65264691,2019,High-income countries,Deaths,174.5921421,18.74973141,NA,49.65264691,5683483,0.936
denmark,2016,2563.150886,19.03934162,NA,49.67126388,2019,High-income countries,Deaths,166.6209697,19.03934162,NA,49.67126388,5728010,0.943
denmark,2017,2480.744242,19.30034148,NA,49.68885975,2019,High-income countries,Deaths,159.7648956,19.30034148,NA,49.68885975,5764980,0.944
denmark,2018,2444.365447,19.55499224,NA,49.70485648,2019,High-income countries,Deaths,157.8816736,19.55499224,NA,49.70485648,5793636,0.942
denmark,2019,2331.804765,19.80256486,NA,49.71990439,2019,High-income countries,Deaths,149.3863103,19.80256486,NA,49.71990439,5814422,0.946
djibouti,1990,148.2738319,3.024480507,NA,49.6551294,2019,Lower-middle-income countries,Deaths,5.623730027,3.024480507,NA,49.6551294,577173,NA
djibouti,1991,154.5594235,3.048983248,NA,49.6556201,2019,Lower-middle-income countries,Deaths,5.846847398,3.048983248,NA,49.6556201,628521,NA
djibouti,1992,162.3106738,3.076637946,NA,49.63887824,2019,Lower-middle-income countries,Deaths,6.144530146,3.076637946,NA,49.63887824,623197,NA
djibouti,1993,172.0549247,3.106356767,NA,49.62837291,2019,Lower-middle-income countries,Deaths,6.534322913,3.106356767,NA,49.62837291,611231,NA
djibouti,1994,177.801075,3.13331275,NA,49.63807807,2019,Lower-middle-income countries,Deaths,6.788685039,3.13331275,NA,49.63807807,623477,NA
djibouti,1995,189.6243916,3.162311781,NA,49.64907349,2019,Lower-middle-income countries,Deaths,7.241334802,3.162311781,NA,49.64907349,629619,0.32
djibouti,1996,203.8481483,3.188324189,NA,49.6609783,2019,Lower-middle-income countries,Deaths,7.789879788,3.188324189,NA,49.6609783,644649,0.321
djibouti,1997,224.328033,3.19144157,NA,49.67519535,2019,Lower-middle-income countries,Deaths,8.588272606,3.19144157,NA,49.67519535,667786,0.325
djibouti,1998,254.175232,3.183531917,NA,49.69176308,2019,Lower-middle-income countries,Deaths,9.714477807,3.183531917,NA,49.69176308,694920,0.326
djibouti,1999,281.3642316,3.189592019,NA,49.70634068,2019,Lower-middle-income countries,Deaths,10.73893109,3.189592019,NA,49.70634068,719371,0.33
djibouti,2000,303.7146683,3.205250444,NA,49.71948687,2019,Lower-middle-income countries,Deaths,11.58388017,3.205250444,NA,49.71948687,742033,0.33
djibouti,2001,319.8478018,3.221202615,NA,49.73363467,2019,Lower-middle-income countries,Deaths,12.18827871,3.221202615,NA,49.73363467,765490,0.34
djibouti,2002,337.6078477,3.240790315,NA,49.74750643,2019,Lower-middle-income countries,Deaths,12.86474134,3.240790315,NA,49.74750643,789129,0.346
djibouti,2003,354.4040572,3.283933379,NA,49.75837383,2019,Lower-middle-income countries,Deaths,13.5116616,3.283933379,NA,49.75837383,806411,0.357
djibouti,2004,380.3671398,3.345540481,NA,49.76703777,2019,Lower-middle-income countries,Deaths,14.49536429,3.345540481,NA,49.76703777,818373,0.365
djibouti,2005,403.6691091,3.407186396,NA,49.77198352,2019,Lower-middle-income countries,Deaths,15.38833205,3.407186396,NA,49.77198352,830861,0.374
djibouti,2006,426.7243892,3.460372054,NA,49.77489737,2019,Lower-middle-income countries,Deaths,16.277168,3.460372054,NA,49.77489737,846947,0.384
djibouti,2007,454.5169498,3.511111933,NA,49.77600451,2019,Lower-middle-income countries,Deaths,17.31366779,3.511111933,NA,49.77600451,865196,0.394
djibouti,2008,483.9778445,3.568524136,NA,49.77460284,2019,Lower-middle-income countries,Deaths,18.41749523,3.568524136,NA,49.77460284,882886,0.401
djibouti,2009,516.1372994,3.632381648,NA,49.77499797,2019,Lower-middle-income countries,Deaths,19.63421406,3.632381648,NA,49.77499797,901103,0.411
djibouti,2010,551.3306328,3.705289222,NA,49.77387921,2019,Lower-middle-income countries,Deaths,20.98044786,3.705289222,NA,49.77387921,919199,0.422
djibouti,2011,587.1305468,3.784596778,NA,49.77033788,2019,Lower-middle-income countries,Deaths,22.34919239,3.784596778,NA,49.77033788,936811,0.432
djibouti,2012,626.6790317,3.869394889,NA,49.76427674,2019,Lower-middle-income countries,Deaths,23.87043774,3.869394889,NA,49.76427674,954297,0.444
djibouti,2013,670.4368762,3.961553997,NA,49.75832336,2019,Lower-middle-income countries,Deaths,25.61359647,3.961553997,NA,49.75832336,971753,0.453
djibouti,2014,712.430616,4.058492356,NA,49.74921316,2019,Lower-middle-income countries,Deaths,27.31544162,4.058492356,NA,49.74921316,989087,0.463
djibouti,2015,758.8602067,4.147143032,NA,49.73689676,2019,Lower-middle-income countries,Deaths,29.19903956,4.147143032,NA,49.73689676,1006259,0.473
djibouti,2016,798.4437145,4.21856974,NA,49.72651161,2019,Lower-middle-income countries,Deaths,30.83045277,4.21856974,NA,49.72651161,1023261,0.482
djibouti,2017,837.1438662,4.280052777,NA,49.71405445,2019,Lower-middle-income countries,Deaths,32.46270293,4.280052777,NA,49.71405445,1040233,0.491
djibouti,2018,864.5915821,4.341192473,NA,49.69967783,2019,Lower-middle-income countries,Deaths,33.68667069,4.341192473,NA,49.69967783,1057198,0.499
djibouti,2019,899.3821811,4.404912877,NA,49.68621799,2019,Lower-middle-income countries,Deaths,35.17110856,4.404912877,NA,49.68621799,1073994,0.508
dominica,1990,68.6397744,9.01534941,NA,49.61356342,2019,Upper-middle-income countries,Deaths,4.252346254,9.01534941,NA,49.61356342,69481,NA
dominica,1991,70.81094533,9.129893985,NA,49.58707569,2019,Upper-middle-income countries,Deaths,4.401214352,9.129893985,NA,49.58707569,69141,NA
dominica,1992,71.88669987,9.071572748,NA,49.61077671,2019,Upper-middle-income countries,Deaths,4.482768897,9.071572748,NA,49.61077671,69112,NA
dominica,1993,73.25817091,9.010539403,NA,49.64073501,2019,Upper-middle-income countries,Deaths,4.588837914,9.010539403,NA,49.64073501,69169,NA
dominica,1994,74.38831145,8.998027414,NA,49.67773635,2019,Upper-middle-income countries,Deaths,4.682287009,8.998027414,NA,49.67773635,69198,NA
dominica,1995,75.15034158,9.040331787,NA,49.72760509,2019,Upper-middle-income countries,Deaths,4.752247477,9.040331787,NA,49.72760509,69201,NA
dominica,1996,76.45826307,9.128696696,NA,49.77156406,2019,Upper-middle-income countries,Deaths,4.856330594,9.128696696,NA,49.77156406,69166,NA
dominica,1997,76.06328662,9.239154037,NA,49.81832921,2019,Upper-middle-income countries,Deaths,4.854442581,9.239154037,NA,49.81832921,69081,NA
dominica,1998,76.48357573,9.40047579,NA,49.87089849,2019,Upper-middle-income countries,Deaths,4.898661319,9.40047579,NA,49.87089849,68938,NA
dominica,1999,76.69236194,9.60296954,NA,49.91702815,2019,Upper-middle-income countries,Deaths,4.931998454,9.60296954,NA,49.91702815,68698,NA
dominica,2000,76.03362857,9.856465631,NA,49.94147426,2019,Upper-middle-income countries,Deaths,4.903080551,9.856465631,NA,49.94147426,68346,0.721
dominica,2001,74.35145024,10.05612413,NA,49.97578977,2019,Upper-middle-income countries,Deaths,4.798888234,10.05612413,NA,49.97578977,68153,0.718
dominica,2002,73.20252782,10.12569219,NA,50.04101843,2019,Upper-middle-income countries,Deaths,4.73296053,10.12569219,NA,50.04101843,68262,0.718
dominica,2003,73.01021621,10.16400628,NA,50.10812074,2019,Upper-middle-income countries,Deaths,4.730158135,10.16400628,NA,50.10812074,68442,0.718
dominica,2004,71.42411751,10.22253332,NA,50.18520139,2019,Upper-middle-income countries,Deaths,4.62916794,10.22253332,NA,50.18520139,68574,0.723
dominica,2005,70.34305203,10.30018857,NA,50.2664764,2019,Upper-middle-income countries,Deaths,4.556289136,10.30018857,NA,50.2664764,68674,0.724
dominica,2006,70.74369457,10.42594047,NA,50.31858253,2019,Upper-middle-income countries,Deaths,4.577061757,10.42594047,NA,50.31858253,68742,0.731
dominica,2007,70.79826251,10.5910578,NA,50.35259905,2019,Upper-middle-income countries,Deaths,4.570183688,10.5910578,NA,50.35259905,68775,0.73
dominica,2008,71.82509425,10.76735192,NA,50.3954523,2019,Upper-middle-income countries,Deaths,4.634549059,10.76735192,NA,50.3954523,68782,0.741
dominica,2009,72.41660267,10.96363385,NA,50.44267085,2019,Upper-middle-income countries,Deaths,4.64886087,10.96363385,NA,50.44267085,68787,0.736
dominica,2010,74.22097276,11.17882336,NA,50.49378227,2019,Upper-middle-income countries,Deaths,4.735495934,11.17882336,NA,50.49378227,68755,0.735
dominica,2011,76.52502842,11.14311484,NA,50.5033313,2019,Upper-middle-income countries,Deaths,4.855843722,11.14311484,NA,50.5033313,68742,0.724
dominica,2012,80.6123392,10.81530299,NA,50.46016723,2019,Upper-middle-income countries,Deaths,5.096047373,10.81530299,NA,50.46016723,68888,0.728
dominica,2013,85.3792781,10.71005616,NA,50.48315146,2019,Upper-middle-income countries,Deaths,5.372088535,10.71005616,NA,50.48315146,68819,0.72
dominica,2014,89.37853946,10.0791397,NA,50.34812818,2019,Upper-middle-income countries,Deaths,5.60780494,10.0791397,NA,50.34812818,69371,0.725
dominica,2015,91.41772079,9.506260133,NA,50.20069422,2019,Upper-middle-income countries,Deaths,5.715050518,9.506260133,NA,50.20069422,70007,0.719
dominica,2016,91.50501054,9.520513735,NA,50.20335355,2019,Upper-middle-income countries,Deaths,5.712121808,9.520513735,NA,50.20335355,70075,0.728
dominica,2017,90.91445838,9.320625542,NA,50.13848842,2019,Upper-middle-income countries,Deaths,5.656621181,9.320625542,NA,50.13848842,70403,0.709
dominica,2018,90.1679107,9.21317378,NA,50.05859678,2019,Upper-middle-income countries,Deaths,5.598243793,9.21317378,NA,50.05859678,70823,0.744
dominica,2019,90.45556876,9.156073249,NA,49.94259954,2019,Upper-middle-income countries,Deaths,5.601840062,9.156073249,NA,49.94259954,71428,0.745
dominican republic,1990,2029.112828,3.321649139,NA,49.8300043,2019,Upper-middle-income countries,Deaths,103.3737809,3.321649139,NA,49.8300043,7129004,0.579
dominican republic,1991,2088.44838,3.390929767,NA,49.82677516,2019,Upper-middle-income countries,Deaths,105.7771215,3.390929767,NA,49.82677516,7278402,0.585
dominican republic,1992,2160.687954,3.466422703,NA,49.82432472,2019,Upper-middle-income countries,Deaths,109.1928221,3.466422703,NA,49.82432472,7427340,0.595
dominican republic,1993,2297.311584,3.547378233,NA,49.82310099,2019,Upper-middle-income countries,Deaths,115.9299438,3.547378233,NA,49.82310099,7576074,0.602
dominican republic,1994,2413.352428,3.684217136,NA,49.89463918,2019,Upper-middle-income countries,Deaths,121.4479708,3.684217136,NA,49.89463918,7723934,0.608
dominican republic,1995,2599.837781,3.86928281,NA,50.03148129,2019,Upper-middle-income countries,Deaths,131.4496661,3.86928281,NA,50.03148129,7869753,0.614
dominican republic,1996,2913.508149,4.04944839,NA,50.16054039,2019,Upper-middle-income countries,Deaths,149.1652381,4.04944839,NA,50.16054039,8012314,0.621
dominican republic,1997,3278.799721,4.227899224,NA,50.28402189,2019,Upper-middle-income countries,Deaths,169.4377969,4.227899224,NA,50.28402189,8150076,0.628
dominican republic,1998,3631.117073,4.404660374,NA,50.40159978,2019,Upper-middle-income countries,Deaths,188.7335935,4.404660374,NA,50.40159978,8282126,0.634
dominican republic,1999,3980.836671,4.578033268,NA,50.5135784,2019,Upper-middle-income countries,Deaths,210.9435166,4.578033268,NA,50.5135784,8411374,0.64
dominican republic,2000,4193.654118,4.746293128,NA,50.62107245,2019,Upper-middle-income countries,Deaths,225.8230629,4.746293128,NA,50.62107245,8540791,0.646
dominican republic,2001,4378.298106,4.914615973,NA,50.72560514,2019,Upper-middle-income countries,Deaths,237.3470958,4.914615973,NA,50.72560514,8669040,0.651
dominican republic,2002,4592.944928,5.043097288,86.99646759,50.76598893,2019,Upper-middle-income countries,Deaths,251.0414957,5.043097288,86.99646759,50.76598893,8795101,0.657
dominican republic,2003,4987.915439,5.130309337,NA,50.74626799,2019,Upper-middle-income countries,Deaths,279.483445,5.130309337,NA,50.74626799,8919852,0.66
dominican republic,2004,5369.424504,5.212240191,NA,50.72863623,2019,Upper-middle-income countries,Deaths,307.1871866,5.212240191,NA,50.72863623,9043127,0.663
dominican republic,2005,5536.898247,5.284749161,NA,50.710569,2019,Upper-middle-income countries,Deaths,315.8101948,5.284749161,NA,50.710569,9164768,0.674
dominican republic,2006,5742.496831,5.350301718,NA,50.6903365,2019,Upper-middle-income countries,Deaths,326.0009625,5.350301718,NA,50.6903365,9284168,0.684
dominican republic,2007,5771.194961,5.408198884,88.24446106,50.66664142,2019,Upper-middle-income countries,Deaths,326.3449075,5.408198884,88.24446106,50.66664142,9402206,0.692
dominican republic,2008,5755.991135,5.458289043,NA,50.63903531,2019,Upper-middle-income countries,Deaths,325.058251,5.458289043,NA,50.63903531,9522948,0.697
dominican republic,2009,5742.664007,5.504105955,NA,50.60774388,2019,Upper-middle-income countries,Deaths,323.5360931,5.504105955,NA,50.60774388,9648061,0.701
dominican republic,2010,5720.699134,5.555990305,89.53872681,50.57367948,2019,Upper-middle-income countries,Deaths,321.8760521,5.555990305,89.53872681,50.57367948,9775755,0.707
dominican republic,2011,5840.380144,5.623039061,90.10637665,50.53823622,2019,Upper-middle-income countries,Deaths,326.4872173,5.623039061,90.10637665,50.53823622,9903737,0.712
dominican republic,2012,6360.670569,5.711496471,90.15518188,50.50272748,2019,Upper-middle-income countries,Deaths,352.9541521,5.711496471,90.15518188,50.50272748,10030882,0.718
dominican republic,2013,7050.27828,5.824416949,90.85814667,50.46799509,2019,Upper-middle-income countries,Deaths,386.9837485,5.824416949,90.85814667,50.46799509,10157051,0.722
dominican republic,2014,7360.33986,5.948751789,91.76376343,50.43468197,2019,Upper-middle-income countries,Deaths,391.2561839,5.948751789,91.76376343,50.43468197,10282115,0.728
dominican republic,2015,7672.596435,6.080378772,91.99121094,50.4032162,2019,Upper-middle-income countries,Deaths,405.5698925,6.080378772,91.99121094,50.4032162,10405832,0.739
dominican republic,2016,7870.841657,6.22563575,93.77845764,50.37374169,2019,Upper-middle-income countries,Deaths,413.5624093,6.22563575,93.77845764,50.37374169,10527592,0.759
dominican republic,2017,7972.131732,6.384905803,NA,50.34566692,2019,Upper-middle-income countries,Deaths,417.0650963,6.384905803,NA,50.34566692,10647244,0.761
dominican republic,2018,8104.725919,6.561097941,NA,50.3179453,2019,Upper-middle-income countries,Deaths,424.5685492,6.561097941,NA,50.3179453,10765531,0.763
dominican republic,2019,8099.736639,6.760222783,NA,50.28918711,2019,Upper-middle-income countries,Deaths,425.2048052,6.760222783,NA,50.28918711,10881882,0.765
ecuador,1990,7727.991505,3.997421013,88.29875946,50.1353179,2019,Upper-middle-income countries,Deaths,384.6950206,3.997421013,88.29875946,50.1353179,10449837,0.645
ecuador,1991,8368.889871,4.082239477,NA,50.12878664,2019,Upper-middle-income countries,Deaths,419.0907166,4.082239477,NA,50.12878664,10686279,0.647
ecuador,1992,8525.594944,4.16947722,NA,50.12232663,2019,Upper-middle-income countries,Deaths,430.3584139,4.16947722,NA,50.12232663,10914222,0.652
ecuador,1993,8647.83833,4.256698814,NA,50.11601274,2019,Upper-middle-income countries,Deaths,440.4700152,4.256698814,NA,50.11601274,11132829,0.656
ecuador,1994,8944.999163,4.341091884,NA,50.10994345,2019,Upper-middle-income countries,Deaths,456.7345762,4.341091884,NA,50.10994345,11347652,0.662
ecuador,1995,8731.454373,4.421977511,NA,50.10415871,2019,Upper-middle-income countries,Deaths,449.3638488,4.421977511,NA,50.10415871,11561683,0.667
ecuador,1996,8395.55975,4.500900471,NA,50.09877097,2019,Upper-middle-income countries,Deaths,440.5112668,4.500900471,NA,50.09877097,11775221,0.67
ecuador,1997,7243.730587,4.579958264,NA,50.0938618,2019,Upper-middle-income countries,Deaths,381.4385094,4.579958264,NA,50.0938618,11987838,0.676
ecuador,1998,7600.234423,4.659858873,NA,50.08922766,2019,Upper-middle-income countries,Deaths,402.6704288,4.659858873,NA,50.08922766,12199693,0.681
ecuador,1999,8268.742812,4.740813884,NA,50.08465164,2019,Upper-middle-income countries,Deaths,443.6519514,4.740813884,NA,50.08465164,12412046,0.681
ecuador,2000,8890.838271,4.823784599,NA,50.08024785,2019,Upper-middle-income countries,Deaths,478.1338159,4.823784599,NA,50.08024785,12626507,0.684
ecuador,2001,9539.600713,4.90909633,90.98403168,50.07627951,2019,Upper-middle-income countries,Deaths,516.7782102,4.90909633,90.98403168,50.07627951,12845521,0.691
ecuador,2002,10275.39832,4.996645719,NA,50.07274718,2019,Upper-middle-income countries,Deaths,560.2757752,4.996645719,NA,50.07274718,13070609,0.697
ecuador,2003,10658.99537,5.087971677,NA,50.06935473,2019,Upper-middle-income countries,Deaths,582.1659495,5.087971677,NA,50.06935473,13301184,0.701
ecuador,2004,11057.69385,5.185989161,NA,50.06582023,2019,Upper-middle-income countries,Deaths,604.4207253,5.185989161,NA,50.06582023,13534593,0.708
ecuador,2005,11652.19053,5.290848886,NA,50.06169203,2019,Upper-middle-income countries,Deaths,640.0005664,5.290848886,NA,50.06169203,13770012,0.714
ecuador,2006,11245.53369,5.40035819,NA,50.05653127,2019,Upper-middle-income countries,Deaths,619.0434508,5.40035819,NA,50.05653127,14009061,0.719
ecuador,2007,10375.34329,5.514159913,92.0967865,50.05018652,2019,Upper-middle-income countries,Deaths,575.7688953,5.514159913,92.0967865,50.05018652,14251835,0.722
ecuador,2008,8564.837123,5.632851174,92.3900528,50.04273013,2019,Upper-middle-income countries,Deaths,477.9761335,5.632851174,92.3900528,50.04273013,14496797,0.728
ecuador,2009,6888.150671,5.755741494,92.24976349,50.0347289,2019,Upper-middle-income countries,Deaths,382.5899085,5.755741494,92.24976349,50.0347289,14742766,0.73
ecuador,2010,6378.125908,5.880913118,91.85404205,50.02708214,2019,Upper-middle-income countries,Deaths,357.559377,5.880913118,91.85404205,50.02708214,14989585,0.736
ecuador,2011,6327.720028,6.006170999,91.5868988,50.020948,2019,Upper-middle-income countries,Deaths,355.5121631,6.006170999,91.5868988,50.020948,15237728,0.743
ecuador,2012,6363.452666,6.137394606,92.06472778,50.01689176,2019,Upper-middle-income countries,Deaths,359.884376,6.137394606,92.06472778,50.01689176,15483883,0.75
ecuador,2013,6746.177228,6.291681999,93.29463196,50.01463144,2019,Upper-middle-income countries,Deaths,390.4523892,6.291681999,93.29463196,50.01463144,15722989,0.755
ecuador,2014,6961.26431,6.471559019,94.22264099,50.01389899,2019,Upper-middle-income countries,Deaths,405.2345277,6.471559019,94.22264099,50.01389899,15957994,0.759
ecuador,2015,7205.862969,6.661425835,94.45565796,50.01405294,2019,Upper-middle-income countries,Deaths,420.2282007,6.661425835,94.45565796,50.01405294,16195902,0.764
ecuador,2016,7260.432913,6.852745979,94.35022736,50.01418831,2019,Upper-middle-income countries,Deaths,419.0755126,6.852745979,94.35022736,50.01418831,16439585,0.761
ecuador,2017,7114.366172,7.044414834,92.82978821,50.01333777,2019,Upper-middle-income countries,Deaths,409.4310866,7.044414834,92.82978821,50.01333777,16696944,0.762
ecuador,2018,6947.632912,7.224833883,NA,50.01066664,2019,Upper-middle-income countries,Deaths,398.7484999,7.224833883,NA,50.01066664,17015672,0.761
